cairo;cairo_append_path;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_append_path (cairo_t *cr, const cairo_path_t *path);";subroutine cairo_append_path(cr, path) bind(c)
cairo;cairo_arc;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_arc (cairo_t *cr, double xc, double yc, double radius, double angle1, double angle2);";subroutine cairo_arc(cr, xc, yc, radius, angle1, angle2) bind(c)
cairo;cairo_arc_negative;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_arc_negative (cairo_t *cr, double xc, double yc, double radius, double angle1, double angle2);";subroutine cairo_arc_negative(cr, xc, yc, radius, angle1, angle2) bind(c)
cairo;cairo_clip;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_clip (cairo_t *cr);";subroutine cairo_clip(cr) bind(c)
cairo;cairo_clip_extents;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_clip_extents (cairo_t *cr, double *x1, double *y1, double *x2, double *y2);";subroutine cairo_clip_extents(cr, x1, y1, x2, y2) bind(c)
cairo;cairo_clip_preserve;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_clip_preserve (cairo_t *cr);";subroutine cairo_clip_preserve(cr) bind(c)
cairo;cairo_close_path;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_close_path (cairo_t *cr);";subroutine cairo_close_path(cr) bind(c)
cairo;cairo_copy_clip_rectangle_list;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_rectangle_list_t * cairo_copy_clip_rectangle_list (cairo_t *cr);";function cairo_copy_clip_rectangle_list(cr) bind(c)
cairo;cairo_copy_page;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_copy_page (cairo_t *cr);";subroutine cairo_copy_page(cr) bind(c)
cairo;cairo_copy_path;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_path_t * cairo_copy_path (cairo_t *cr);";function cairo_copy_path(cr) bind(c)
cairo;cairo_copy_path_flat;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_path_t * cairo_copy_path_flat (cairo_t *cr);";function cairo_copy_path_flat(cr) bind(c)
cairo;cairo_create;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_t * cairo_create (cairo_surface_t *target);";function cairo_create(target) bind(c)
cairo;cairo_curve_to;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_curve_to (cairo_t *cr, double x1, double y1, double x2, double y2, double x3, double y3);";subroutine cairo_curve_to(cr, x1, y1, x2, y2, x3, y3) bind(c)
cairo;cairo_debug_reset_static_data;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_debug_reset_static_data (void);";subroutine cairo_debug_reset_static_data() bind(c)
cairo;cairo_destroy;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_destroy (cairo_t *cr);";subroutine cairo_destroy(cr) bind(c)
cairo;cairo_device_acquire;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_status_t cairo_device_acquire (cairo_device_t *device);";function cairo_device_acquire(device) bind(c)
cairo;cairo_device_destroy;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_device_destroy (cairo_device_t *device);";subroutine cairo_device_destroy(device) bind(c)
cairo;cairo_device_finish;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_device_finish (cairo_device_t *device);";subroutine cairo_device_finish(device) bind(c)
cairo;cairo_device_flush;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void cairo_device_flush (cairo_device_t *device);";subroutine cairo_device_flush(device) bind(c)
cairo;cairo_device_get_reference_count;;cairo-auto.f90;/usr/include/cairo/cairo.h;"unsigned int cairo_device_get_reference_count (cairo_device_t *device);";function cairo_device_get_reference_count(device) bind(c)
cairo;cairo_device_get_type;;cairo-auto.f90;/usr/include/cairo/cairo.h;"cairo_device_type_t cairo_device_get_type (cairo_device_t *device);";function cairo_device_get_type(device) bind(c)
cairo;cairo_device_get_user_data;;cairo-auto.f90;/usr/include/cairo/cairo.h;"void * cairo_device_get_user_data (cairo_device_t *device, const cairo_user_data_key_t *key);";function cairo_device_get_user_data(device, key) bind(c)
cairo;cairo_device_observer_elapsed;;cairo-auto.f90;/usr/include/cairo/cairo.h;"double cairo_device_observer_elapsed (cairo_device_t *device);";function cairo_device_observer_elapsed(device) bind(c)
cairo;cairo_device_observer_fill_elapsed;;cairo-auto.f90;/usr/include/cairo/cairo.h;"double cairo_device_observer_fill_elapsed (cairo_device_t *device);";function cairo_device_observer_fill_elapsed(device) bind(c)
cairo;cairo_device_observer_glyphs_elapsed;;cairo-auto.f90;/usr/include/cairo/cairo.h;"double cairo_device_observer_glyphs_elapsed (cairo_device_t *device);";function cairo_device_observer_glyphs_elapsed(device) bind(c)
cairo;cairo_device_observer_mask_elapsed;;cairo-auto.f90;/usr/include/cairo/cairo.h;"double cairo_device_observer_mask_elapsed (cairo_device_t *device);";function cairo_device_observer_mask_elapsed(device) bind(c)
cairo;cairo_device_observer_paint_elapsed;;cairo-auto.f90;/usr/include/cairo/cairo.h;"double cairo_device_observer_paint_elapsed (cairo_device_t *device);";function cairo_device_observer_paint_elapsed(device) bind(c)
